Entity,Code,Year,"Agriculture (per capita) (CAIT, 2020)","Fugitive Emissions (per capita) (CAIT, 2020)","Land-Use Change and Forestry (per capita) (CAIT, 2020)","Waste (per capita) (CAIT, 2020)"
Armenia,ARM,2004,0.19326891036321225,0,0,0.01999333555481506
Armenia,ARM,2005,0.18785642401878566,0,0,0.020127474002012747
Armenia,ARM,2006,0.2941176470588235,0,0,0.02028397565922921
Armenia,ARM,2007,0.24207296283668595,0,0,0.020456870098874872
Armenia,ARM,2008,0.23383768913342504,0,0,0.02063273727647868
Armenia,ARM,2009,0.2562326869806094,0,0,0.02077562326869806
Armenia,ARM,2010,0.2328814737573862,0,0.003475842891901286,0.02085505735140772
Armenia,ARM,2011,0.2467848453249913,0,0,0.02085505735140772
Armenia,ARM,2012,0.3016643550624133,0,0,0.020804438280166433
Armenia,ARM,2013,0.32091097308488614,0,0,0.020703933747412008
Armenia,ARM,2014,0.30219780219780223,0,0,0.0206043956043956
Armenia,ARM,2015,0.3383458646616541,0,0,0.02050580997949419
Armenia,ARM,2016,0.5177111716621253,0,0,0.020435967302452316
Australia,AUS,1990,4.544543364188432,0.002947939390366134,0.11261128471198631,0.017098048464123577
Australia,AUS,1991,4.43772179882483,0.00290883704694863,0.11111757519343766,0.016871254872302052
Australia,AUS,1992,4.316745201700954,0.002873232961728537,0.10975749913803011,0.01723939777037122
Australia,AUS,1993,4.231665057092541,0.0028404249275691645,0.10850423223314207,0.017042549565414983
Australia,AUS,1994,4.173268161132648,0.0022473172650148885,0.10730939940446092,0.016854879487611663
Australia,AUS,1995,4.113822041905185,0.0027788584449508144,0.10615239259712109,0.01611737898071472
Australia,AUS,1996,3.6065754027159267,0.0021991313431194677,0.10555830446973445,0.016493485073396007
Australia,AUS,1997,3.504650024473813,0.0016315875346712351,0.1560885408168815,0.017403600369826508
Australia,AUS,1998,3.694517673642869,0.0016140313122074566,0.12051433797815679,0.017754344434282025
Australia,AUS,1999,4.5571641473280815,0.001596763891845859,0.14956355120289547,0.017564402810304452
Australia,AUS,2000,4.923911326417778,0.0015796956453056712,0.06108156495181929,0.01737665209836238
Australia,AUS,2001,5.721802552748112,0.0015629070070330815,0.11513414951810366,0.017712946079708258
Australia,AUS,2002,5.105406937786712,0.0015463120457708365,0.17885675996082676,0.017524869852069483
Australia,AUS,2003,2.9387484712596823,0.0010191602119853241,0.3383611903791276,0.01783530370974317
Australia,AUS,2004,4.206237424547284,0.0010060362173038228,0.032696177062374245,0.0176056338028169
Australia,AUS,2005,2.856434907577184,0.000991129391942118,0.02626492888646613,0.017344764358987064
Australia,AUS,2006,3.843905290850629,0.0009743739647276626,0.20997758939881125,0.017538731365097922
Australia,AUS,2007,3.422738573340983,0.0014343086632243257,0.08366800535475234,0.017211703958691912
Australia,AUS,2008,2.6701668854303393,0.0014063378961185074,0.0182823926495406,0.01781361335083443
Australia,AUS,2009,2.7892970438140776,0.001379246931175578,0.10482276676934393,0.017010712151165463
Australia,AUS,2010,2.191378921236741,0.0013540961408259986,0.01895734597156398,0.01579778830963665
Australia,AUS,2011,4.648593486556038,0.001331085278196823,0.032389741769456026,0.015973023338361876
Australia,AUS,2012,4.583915473279776,0.001309814879497031,0.045406915822563745,0.017027593433461406
Australia,AUS,2013,2.5370887981079338,0.001720060202107074,0.09030316061062138,0.017200602021070738
Australia,AUS,2014,3.020850991693507,0.0016952025767079167,0.06950330564502458,0.018223427699610103
Australia,AUS,2015,2.7983453117165302,0.002089252883168979,0.04763496573625271,0.020056827678422196
Australia,AUS,2016,2.083419197955735,0.0028850513126983473,0.0548159749412686,0.02143180975147344
Austria,AUT,1990,0.4207664422578975,0,0,0.015535991714137751
Austria,AUT,1991,0.41296796603627944,0,0,0.015438054805094558
Austria,AUT,1992,0.39458562124888263,0,0,0.016600689567105097
Austria,AUT,1993,0.3775975671566143,0,0,0.01773948302078054
Austria,AUT,1994,0.3749842707940103,0,0,0.018875047187617965
Austria,AUT,1995,0.36545682102628285,0,0,0.01877346683354193
Austria,AUT,1996,0.36916936891993013,0,0,0.01995510102269893
Austria,AUT,1997,0.36474542512137437,0,0,0.01991783891447778
Austria,AUT,1998,0.35816440741201344,0,0,0.021141649048625796
Austria,AUT,1999,0.3527512110296857,0,0,0.0223574711215998
Austria,AUT,2000,0.34204982029991327,0,0,0.022307596976081298
Austria,AUT,2001,0.3408248950358113,0,0,0.024697456162015314
Austria,AUT,2002,0.3761986722399803,0,0,0.025817555938037865
Austria,AUT,2003,0.4623287671232877,0,0,0.026908023483365948
Austria,AUT,2004,0.31154922721187783,0,0,0.027990750882317148
Austria,AUT,2005,0.31015265325902597,0,0,0.02907681124303368
Austria,AUT,2006,0.3029571514785757,0,0,0.030175015087507542
Austria,AUT,2007,0.2898725042097667,0,0,0.031272552321385615
Austria,AUT,2008,0.29729081754974823,0,0,0.0311675857108607
Austria,AUT,2009,0.2878299295354114,0,0,0.031052191568135674
Austria,AUT,2010,0.29250891795481565,0,0,0.030915576694411414
Austria,AUT,2011,0.2969008753252898,0,0,0.030754672344452328
Austria,AUT,2012,0.2999294283697953,0,0,0.030581039755351685
Austria,AUT,2013,0.2980364656381487,0,0,0.03038803179055634
Austria,AUT,2014,0.3076030179918746,0,0,0.030179918746372606
Austria,AUT,2015,0.30418250950570347,0,0,0.031109574835810578
Austria,AUT,2016,0.3041042643191952,0,0,0.03086772607751229
Azerbaijan,AZE,1990,0.35344470523263843,0,0,0.02899351097611487
Azerbaijan,AZE,1991,0.326175591193259,0,0,0.058439793422125574
Azerbaijan,AZE,1992,0.2756959314775161,0,0,0.05754817987152034
Azerbaijan,AZE,1993,0.24136111843840674,0,0,0.05671326826694803
Azerbaijan,AZE,1994,0.22254034357105673,0,0,0.05726184279021343
Azerbaijan,AZE,1995,0.21864951768488744,0,0,0.05659163987138264
Azerbaijan,AZE,1996,0.2074847250509165,0,0,0.0560081466395112
Azerbaijan,AZE,1997,0.21826898814029777,0,0,0.05677517032551097
Azerbaijan,AZE,1998,0.22027534418022526,0,0.0012515644555694619,0.056320400500625784
Azerbaijan,AZE,1999,0.22721629004221505,0,0,0.05587285820710206
Azerbaijan,AZE,2000,0.2265172965653084,0,0.0012310722639418932,0.0566293241413271
Azerbaijan,AZE,2001,0.24765157984628522,0,0.001219958521410272,0.05733805050628279
Azerbaijan,AZE,2002,0.25854778301316905,0,0.0012081672103419114,0.05799202609641174
Azerbaijan,AZE,2003,0.264322449467767,0,0,0.0598014591556034
Azerbaijan,AZE,2004,0.2757722807432832,0,0,0.060362173038229376
Azerbaijan,AZE,2005,0.2775500644103525,0,0,0.06089706054573135
Azerbaijan,AZE,2006,0.28852838933951336,0,0,0.061413673232908465
Azerbaijan,AZE,2007,0.2865657955066483,0,0,0.061898211829436035
Azerbaijan,AZE,2008,0.30378598957152575,0,0,0.06234413965087283
Azerbaijan,AZE,2009,0.30479605558045725,0,0,0.06275212909009414
Azerbaijan,AZE,2010,0.29561558901682905,0,0.0011071744906997344,0.062001771479185126
Azerbaijan,AZE,2011,0.30067789197463374,0,0,0.06232232670019681
Azerbaijan,AZE,2012,0.30652995143011336,0,0,0.06260118726389638
Azerbaijan,AZE,2013,0.3058071390516782,0,0,0.06180074587107086
Azerbaijan,AZE,2014,0.310330317694088,0,0,0.062066063538817585
Azerbaijan,AZE,2015,0.29304790605840175,0,0,0.061311441338459935
Azerbaijan,AZE,2016,0.3009449465899754,0,0,0.061626951520131465
Bahamas,BHS,1990,0.0390625,0,0.11718749999999999,0
Bahamas,BHS,1991,0.03831417624521073,0,0.11494252873563217,0
Bahamas,BHS,1992,0.03759398496240601,0,0.11278195488721804,0
Bahamas,BHS,1993,0.036900369003690044,0,0.11070110701107011,0
Bahamas,BHS,1994,0.036231884057971016,0,0.10869565217391304,0
Bahamas,BHS,1995,0.07142857142857142,0,0.10714285714285714,0
Bahamas,BHS,1996,0.07042253521126761,0,0.07042253521126761,0
Bahamas,BHS,1997,0.06968641114982578,0,0.06968641114982578,0
Bahamas,BHS,1998,0.10309278350515463,0,0.10309278350515463,0
Bahamas,BHS,1999,0.06802721088435375,0,0.1020408163265306,0
Bahamas,BHS,2000,0.06711409395973154,0,0.10067114093959731,0
Bahamas,BHS,2001,0.06600660066006601,0,0.03300330033003301,0
Bahamas,BHS,2002,0.06493506493506493,0,0.06493506493506493,0
Bahamas,BHS,2003,0.03194888178913738,0,0,0
Bahamas,BHS,2004,0.06269592476489028,0,0.15673981191222572,0
Bahamas,BHS,2005,0.06153846153846154,0,0.0923076923076923,0
Bahamas,BHS,2006,0.060422960725075525,0,0.060422960725075525,0
Bahamas,BHS,2007,0.05934718100890208,0,0.02967359050445104,0
Bahamas,BHS,2008,0.05813953488372093,0,0.0872093023255814,0
Bahamas,BHS,2009,0.05714285714285714,0,0.05714285714285714,0.02857142857142857
Bahamas,BHS,2010,0.056338028169014086,0,0.028169014084507043,0.028169014084507043
Bahamas,BHS,2011,0.05555555555555555,0,0.16666666666666666,0.027777777777777776
Bahamas,BHS,2012,0.054945054945054944,0,0.027472527472527472,0.027472527472527472
Bahamas,BHS,2013,0.05449591280653951,0,0.16348773841961853,0.027247956403269755
Bahamas,BHS,2014,0.05390835579514825,0,0.05390835579514825,0.026954177897574125
Bahamas,BHS,2015,0.053475935828877004,0,0.053475935828877004,0.026737967914438502
Bahamas,BHS,2016,0.052910052910052914,0,0.10582010582010583,0.026455026455026457
Bahrain,BHR,1990,0.040322580645161296,0,0,0.020161290322580648
Bahrain,BHR,1991,0.0392156862745098,0,0,0.0196078431372549
Bahrain,BHR,1992,0.03824091778202677,0,0,0.019120458891013385
Bahrain,BHR,1993,0.03731343283582089,0,0,0.018656716417910446
Bahrain,BHR,1994,0.03636363636363636,0,0,0.01818181818181818
Bahrain,BHR,1995,0.01773049645390071,0,0,0.01773049645390071
Bahrain,BHR,1996,0.03454231433506045,0,0,0.017271157167530225
Bahrain,BHR,1997,0.03361344537815126,0,0,0.01680672268907563
Bahrain,BHR,1998,0.03257328990228013,0,0,0.016286644951140065
Bahrain,BHR,1999,0.03139717425431711,0,0,0.015698587127158554
Bahrain,BHR,2000,0.015037593984962407,0,0,0.015037593984962407
Bahrain,BHR,2001,0.014326647564469915,0,0,0.014326647564469915
Bahrain,BHR,2002,0.027210884353741496,0,0,0.013605442176870748
Bahrain,BHR,2003,0.038510911424903725,0,0,0.012836970474967908
Bahrain,BHR,2004,0.03614457831325301,0,0,0.012048192771084338
Bahrain,BHR,2005,0.03374578177727784,0,0,0.011248593925759281
Bahrain,BHR,2006,0.031315240083507306,0,0,0.010438413361169102
Bahrain,BHR,2007,0.019305019305019308,0,0,0.019305019305019308
Bahrain,BHR,2008,0.026905829596412554,0,0,0.017937219730941707
Bahrain,BHR,2009,0.016877637130801686,0,0,0.016877637130801686
Bahrain,BHR,2010,0.024174053182917002,0,0,0.016116035455278
Bahrain,BHR,2011,0.03129890453834116,0,0,0.01564945226917058
Bahrain,BHR,2012,0.03076923076923077,0,0,0.015384615384615385
Bahrain,BHR,2013,0.030418250950570346,0,0,0.015209125475285173
Bahrain,BHR,2014,0.029940119760479042,0,0,0.014970059880239521
Bahrain,BHR,2015,0.021865889212827987,0,0,0.014577259475218658
Bahrain,BHR,2016,0.014025245441795231,0,0,0.014025245441795231
Bangladesh,BGD,1990,0.1468421664792773,0,0.0007754041794285271,0.008141743883999535
Bangladesh,BGD,1991,0.15085370126611047,0,0.0007575829316565498,0.00804931864885084
Bangladesh,BGD,1992,0.15020743813898355,0,0.0007408504963698326,0.0079641428359757
Bangladesh,BGD,1993,0.15033846544208934,0,0.000724959447580901,0.007883933992442298
Bangladesh,BGD,1994,0.15274352924479764,0,0.0007096098919618939,0.0078057088115808335
Bangladesh,BGD,1995,0.16028479638794824,0,0.0006946253364591474,0.007814535035165408
Bangladesh,BGD,1996,0.16115597110072247,0,0.000254993625159371,0.007989800254993623
Bangladesh,BGD,1997,0.1532943301071063,0,0.00024966503274773014,0.008155724403092517
Bangladesh,BGD,1998,0.1501430516045418,0,0.00024453265733638725,0.008314110349437166
Bangladesh,BGD,1999,0.15688154005911015,0,0.000319514338205927,0.008547008547008548
Bangladesh,BGD,2000,0.15494524432468001,0,0.00015666859891271993,0.008695107239655957
Bangladesh,BGD,2001,0.15512456856459808,0,0.000614963601841816,0.008840101776476105
Bangladesh,BGD,2002,0.15632784311357356,0,0,0.008982623529944594
Bangladesh,BGD,2003,0.14978633746809902,0,0.00029675351652917086,0.009199359012404297
Bangladesh,BGD,2004,0.14797132553691617,0,0.0003650008030017666,0.009344020556845226
Bangladesh,BGD,2005,0.15096809459420582,0,0.00035961909145832733,0.009493944014499841
Bangladesh,BGD,2006,0.15611584681436247,0,0.0011353879768317271,0.009579836054517699
Bangladesh,BGD,2007,0.1545632973503435,0,0.00035048366746109633,0.009673349221926258
